name,description,product_id,id,isactive,scoring_weight
OS.File,"For bugs in Mozilla's JavaScript OS.File module. This does not cover the DOM File API. If you are filing a bug related to file I/O but you are not sure whether the underlying module is OS.File, please use component Networking: File",30,1506,1,0.25
DOM: Apps,Bugs related to Gecko's navigator.mozApps DOM API,49,1507,0,1
SUTAgent,Light-weight testing interface for mobile devices.,135,1508,1,0.25
Autophone,Minimalist mobile-device testing framework,47,1516,1,0.25
GonkIntegration,Issues related to integrating the Gonk build system (based on the Android build system) and its helper scripts.,77,1517,1,0.25
Analytics,Bugs and feature requests related to tracking & traffic information.,93,1518,1,0.25
Bedrock,Bugs and feature requests related to the mozilla.org back end platform.,93,1519,1,0.25
Information Architecture & UX,"Work related to usability, accessibility, interaction design and organizing site information.",93,1520,1,0.25
L10N,"For localizing pages, content and media on www.mozilla.org.",93,1521,1,0.25
Legacy PHP system,Bugs and feature requests related to the legacy codebase.,93,1522,1,0.25
Pages & Content,For creating and updating pages and anything related to HTML/CSS/JS.,93,1523,1,0.25
Project Tracking,Project tracking bugs.,93,1524,1,0.25
Air Mozilla,"Bugs and feature requests for the Air Mozilla webapp, only.",8,1525,1,0.25
General,Miscellaneous requests that do not fit in any other component.,93,1526,1,0.25
Extensions: OrangeFactor,Bugs related to the OrangeFactor extension.,70,1527,1,0.25
Hardware,"As part of the B2G Test Drivers (dogfooding) program, we are requiring people to submit bugs here to request hardware (phones).",77,1528,1,0.25
General,Anything else.,37,1529,1,0.25
User management,"Banning users, managing permissions, etc.",37,1531,1,0.25
Demo Studio / Dev Derby,The Demo Studio platform,37,1532,1,0.25
Editing,"Anything that affects site editors. Using the WYSIWYG, moving pages, reverting revisions, etc.",37,1533,1,0.25
Wiki pages,"Anything related to landing/wiki pages, such as the homepage and the ""Learning"" page.",37,1534,1,0.25
API,The MDN API.,37,1535,1,0.25
Collaboration,"Site collaboration. Following users, sending messages between users, etc.",37,1536,1,0.25
Dashboards,"Dashboard features, types of dashboards, etc.",37,1537,1,0.25
Design,"Visual design, user experience, usability, information architecture, etc.",37,1538,1,0.25
File attachments,"File attachment tools. Requests for file attachments should go under ""Documentation""",37,1539,1,0.25
KumaScript,The template language of the MDN.,37,1540,1,0.25
Sign-in,"Persona integration, authentication workflow, etc.",37,1541,1,0.25
Performance,Anything related to how quickly resources load.,37,1542,1,0.25
Security,"Features that would enhance security, reports about vulnerabilities, etc. Use the ""Security"" checkbox if this is a problem that others could harm others.",37,1543,1,0.25
Search,"In-site search. The search algorithm, organizing search results, etc.",37,1545,1,0.25
Tags / flags,"Adding and removing tags, types of flags, etc.",37,1546,1,0.25
Profiles,"Editing profiles, profile features, etc.",37,1547,1,0.25
Web Analytics,This component is used to track implementations and bugs associated with Web Analytics on Mozilla's websites.,36,1548,1,0.25
Account Manager,"Bugs in the Account Manager feature, which negotiates and automates authentication, account creation, and other account-related actions.",94,1549,1,0.25
Mach Core,"Tracking bugs and feature requests for mach: a generic CLI dispatching tool. *Issues with specific `mach` commands used to develop Firefox should be reported elsewhere. e.g. issues with `mach build` should be filed in the ""General"" component.",160,1550,1,0.25
Gaia,For bugs related to the Boot2Gecko user interface and apps.,77,1551,1,0.25
Applications: TreeStatus,Issues related to the core and business logic of our tool (TreeStatus) to toggle open/closed state of gecko-related development trees.,110,1552,1,0.25
Vendor Review,"Description: Privacy reviews for vendors (<a href=""https://wiki.mozilla.org/Privacy/How_To/Privacy_Review"">guidance</a>).",91,1553,1,0.25
Project Review,Bugs related to Project Review,10,1554,1,0.25
Gaia::Calendar,"Gaia calendar app, protocol issues, features, bugs etc.",77,1555,1,0.25
Gaia::Browser,Gaia's browser app.,77,1556,1,0.25
Gaia::E-Mail,"Gaia E-mail Application. New bugs should include the information requested at <a href=""https://wiki.mozilla.org/Gaia/Email/RequiredBugInfo"">wiki.mozilla.org/Gaia/Email/RequiredBugInfo</a>.",77,1557,1,0.25
Extensions: Needinfo,Bugs related to the Needinfo extension,70,1558,1,0.25
Mobile,For bugs in Firefox for Android or Firefox OS which which require Evangelism support.,15,1559,1,0.25
Browser,Issues with core browser and content display.,95,1560,1,0.25
Build Config,Issues with build and configuration setup.,95,1561,1,0.25
Components,"Issues with self contained components and add-ons, including pdfjs, popup blocker, downloads, and private browsing.",95,1562,1,0.25
File Handling,Issues with downloaded file handling and helper applications.,95,1563,1,0.25
General,Bugs to be triaged or bugs that do not fit into existing product components.,95,1564,1,0.0
Input,"Issues with mouse and touch interaction in chrome and content including text selection, form input, soft keyboard, links, context menus, and focus related issues.",95,1565,1,0.25
Shell,"Issues with operating system integration including charms menu features, app bar, and snap view.",95,1566,1,0.25
Theme,Issues and requests for enhancements to the default theme that ships with Firefox for Metro.,95,1567,1,0.25
General,"Design, specification and all other bugs and requests that don't fit in other components.",96,1568,1,0.25
JS Library,"JavaScript implementation of L20n, i.e. l20n.js",96,1569,1,0.25
Python Library,Python implementation of L20n,96,1570,1,0.25
HTML Bindings,Bindings to HTML which allow for client-side localization of DOM,96,1571,1,0.25
Evangelism,"Documentation, tutorials, examples",96,1572,1,0.25
Filters,"Problems with using Tools | Filters, Spam or Junk processing (aka bayesian filtering). For example: 1. Problems with creating, editing, deleting, using filters. 2. Incoming mail is not filtered properly.",23,1573,1,0.25
Untriaged,For newly filed bugs that need some help.,23,1574,1,0.0
JimDB,Scripts and utilities for gdb to aid debugging Firefox on Android,74,1575,1,0.25
an / Aragonese,Aragonese Localization (Aragonés),17,1576,1,0.25
ur / Urdu,Urdu Localization (اردو لوکلائزیشن),17,1577,1,0.25
Readability,"Text and font rendering, font inflation, and facilities for adjusting readability of text.",46,1578,1,0.25
QuickLaunch (AKA turbo mode),"For bugs related to the QuickLaunch installer
option and preference, which keeps the application resident in memory after all windows are closed, to speed subsequent component loading.",49,1579,1,0.25
Leeroy,Speculative integration testing service for Jenkins and Github,59,1580,1,0.25
SocialAPI: Providers,"This component is used to track bugs in code from third-party social providers that use the Social API. For bugs in Firefox's implementation of the Social API, use Firefox::SocialAPI.",21,1581,1,0.25
Database,Databases associated with datazilla.  Each datazilla project can have multiple databases associated with it.,97,1582,1,0.25
Web service,Web service providing access to project data.,97,1583,1,0.25
User interface,Each project associated with datazilla can have a dedicated web based user interface for visualizing data,97,1584,1,0.25
Client,Client module for submitting data to datazilla (https://github.com/mozilla/datazilla_client).,97,1585,1,0.25
Metrics,Module implementing statistical methods used by datazilla (https://github.com/mozilla/datazilla-metrics).,97,1586,1,0.25
Metrics and Firefox Health Report,For bugs related to the Firefox metrics gathering framework and the Firefox Health Report feature. This typically involves code in mozilla-central under services/metrics and services/healthreport.,55,1587,0,0.25
Extensions: MozProjectReview,For bugs related to the Mozilla Project Review bug entry form extension.,70,1588,1,0.25
Server: Product Announcements Campaign Manager,"Server-side code for the Campaign Manager interface, supporting Product Announcements.",55,1590,1,0.25
Server: Product Announcements Redirector,"Server-side code for the Redirector interface, supporting Product Announcements.",55,1591,1,0.25
ISPDB Server,The ISP web configuration server software for Thunderbird's account autoconfiguration. This component is not for issues relating to the database entries.,8,1592,1,0.25
ISPDB Database Entries,"Additions and Edits for the entries in the ISP web configuration database, used for Thunderbird's account autoconfiguration.",8,1593,1,0.25
Gaia::Settings,Bugs related to Gaia's Settings app.,77,1596,1,0.25
Gaia::Homescreen,Bugs related to Gaia's Homescreen app that should focus on issues involving the different grids of icons.,77,1597,1,0.25
Gaia::System,Bugs related to Gaia's System app except the lockscreen and window management.,77,1598,1,0.25
Mozpool,Tool for managing a pool of untrustworthy mobile devices,135,1599,1,0.25
Gaia::Camera,Gaia's camera application.,77,1601,1,0.25
Gaia::Clock,Gaia's clock application.,77,1602,1,0.25
Gaia::Contacts,Gaia's contacts application.,77,1603,1,0.25
Gaia::Cost Control,Gaia's cost control application. Also covers a widget launcher in System app.,77,1604,1,0.25
Gaia::Dialer,Gaia's dialer application.,77,1605,1,0.25
Gaia::FMRadio,Gaia's FM radio application.,77,1606,1,0.25
Gaia::Gallery,Gaia's gallery application.,77,1607,1,0.25
Gaia::Music,Gaia's music application.,77,1608,1,0.25
Gaia::PDF Viewer,Gaia's PDF viewer application.,77,1609,1,0.25
Gaia::SMS,Gaia's SMS application.,77,1610,1,0.25
Gaia::Video,Gaia's video application.,77,1611,1,0.25
Gaia::Bluetooth,Any issues related to bluetooth in Gaia directly related to the system itself.,77,1612,1,0.25
Gaia::First Time Experience,Gaia's first time experience app.,77,1615,1,0.25
Gaia::System::Lockscreen,Any issues related to Gaia's lockscreen.,77,1616,1,0.25
Gaia::Keyboard,Any issues related to Gaia's keyboard.,77,1617,1,0.25
Gaia::Everything.me,Any issues related to Everything.me integration across the homescreen and system wrapper.,77,1618,1,0.25
Safe Browsing,Safe Browsing UI and service (includes phishing protection).,30,1619,1,0.25
Krad Radio,"For issues relating to the Krad Radio mixer, compositor and network Audio/Video router.",78,1620,1,0.25
Vendcom,"The vendor requests to generate the authority for the listed accounts due to everyone of them needs to modify issues, not only monitor.",77,1621,1,0.25
Wifi,WiFi support in Boot2Gecko/Firefox OS,77,1622,1,0.25
Integration,"This component is for all tracking bugs for integration of Marketplace with Gaia, Identity and other products.",87,1623,1,0.25
spreadthunderbird.com,For issues with content on spreadthunderbird.com http servers (but not the functioning of the servers).,62,1624,1,0.25
Witness,"This is for the Witness document-signing project
(<a href=""https://wiki.mozilla.org/Witness"">more info</a>).",59,1625,1,0.25
Permission Manager,"For bugs related to the permission manager but not the permission management.

Example of appropriate bugs: permissions in the database are ignored or removing permission doesn't work.
Example of inappropriate bugs: feature F should use permission P or any user interface related bugs.",1,1626,1,1
API: Miscellaneous,Documentation for APIs for open technologies usable from web content that don't have specific components; see https://developer.mozilla.org/en-US/docs/MDN/Doc_status/API for documentation status.,98,1627,1,0.25
HTML,"Documentation of HTML, HTML elements, and how to develop HTML content; see https://developer.mozilla.org/en-US/docs/MDN/Doc_status/HTML for documentation status.",98,1628,1,0.25
CSS,Documentation of CSS and how to style Web content; see https://developer.mozilla.org/en-US/docs/MDN/Doc_status/Apps for documentation status.,98,1629,1,1
JavaScript,"Documentation of the JavaScript language, including both reference and usage guides; see https://developer.mozilla.org/en-US/docs/MDN/Doc_status/JavaScript for documentation status.",98,1630,1,1
API: DOM,"Documentation of the Document Object Model, its interfaces, and how to use it from code; see https://developer.mozilla.org/en-US/docs/MDN/Doc_status/API/DOM for documentation status.",98,1631,1,0.25
Developer Tools,Documentation of Mozilla's developer tools; see https://developer.mozilla.org/en-US/docs/MDN/Doc_status/DevTools for documentation status.,98,1632,1,0.25
Apps,Documentation for open Web app developers; see https://developer.mozilla.org/en-US/docs/MDN/Doc_status/Apps for documentation status.,98,1633,1,0.25
Mozilla Platform,"Documentation of Mozilla technologies including Gecko, XPCOM, XUL, and so forth.",98,1634,1,0.25
Firefox OS,Documentation for developing of and for Firefox OS; see https://developer.mozilla.org/en-US/docs/MDN/Doc_status/Firefox_OS for documentation status.,98,1635,1,0.25
Add-ons,"Documentation for add-on developers (including extensions, plug-ins, and themes); see https://developer.mozilla.org/en-US/docs/MDN/Doc_status/Addons for documentation status.",98,1636,1,0.25
General,"If you're not sure how to categorize your request, put it here.",98,1637,1,0.25
Performance Tools (Profiler/Timeline),The Built-in JavaScript profiler.,163,1638,1,0.25
Responsive Design Mode,"The Responsive Design Mode developer tool, which supports testing content at various screen sizes, pixel ratios, etc.",163,1639,1,0.25
Developer Tools: 3D View,The 3D Visualization for the DOM (tilt).,94,1640,1,0.25
Framework,Bugs pertaining to the Developer Tools Toolbox and remote connection mechanisms.,163,1641,1,0.25
Graphic Commandline and Toolbar,The Graphic Command line and Global Developer Toolbar.,163,1642,1,0.25
User Story,"This component is used by product, program and development managers on the Apps Ecosystem team to track user stories against development tasks.",81,1643,1,0.25
Firefox Sync: Cross-client,Protocol and storage format issues that affect multiple clients.,55,1645,1,0.25
DMD,"Issues relating to DMD (dark matter detector), the tool for verifying memory reporters.",1,1646,1,1
Change Requests,Anything that needs approval from the Change Advisory Board (CAB),107,1647,1,0.25
Chat,Issues related to Live Chat.,99,1649,1,0.25
Initiative Review,"Includes marketing campaigns, such as surveys, online advertising or communications; online data collection efforts such as contributor sign up forms or event sign up forms; and MoFo efforts, such as Open Badges.",91,1651,1,0.25
Partner Review,"Includes new/existing product-related business partners that may collect, use or maintain any user data.",91,1652,1,0.25
careers.mozilla.org,New feature requests and bugs for the Mozilla Careers website found at careers.mozilla.org.,36,1653,1,0.25
Reference Apps,Bugs relating to apps Mozilla maintains but does not ship with Gaia. These are apps on the Marketplace that also serve as a best practice reference for Open Web Apps.,87,1654,1,0.25
Data Sanitization,A component for code that deals with clearing site and browser data.,30,1656,1,0.25
Widget: WinRT,Mapping of cross platform widget interfaces to WinRT platform APIs,1,1657,1,1
Sync,Front end issues with sync service.,95,1658,1,0.25
Firefox Start,Issues with the tiled start screen.,95,1659,1,0.25
App Bar,"Issues with the unified navigation bar, app bar, tab dock, and tab behavior.",95,1660,1,0.25
Metro Operations,Use this component for all user stories/epics/iterations in our V1 product development.,81,1661,1,0.25
Tabzilla,For issues relating to Tabzilla.,36,1662,1,0.25
Newsletters,Bugs and feature requests related to the Newsletter subscription service of Mozilla.org,93,1663,1,0.25
Tests,Automated test related features and failures.,95,1664,1,0.25
sah / Sakha,Sakha Localization (Сахалыы тылбаас),17,1665,1,0.25
Extensions: MyDashboard,"Bugs with ""My Dashboard"".",70,1666,1,0.25
Extensions: ProductDashboard,"Bugs with the ""Product Dashboard"".",70,1667,1,0.25
Extensions: ProdCompSearch,Issues related to the autocomplete form displaying matched products and components.,70,1668,1,0.25
Sandstone/Mozilla Skin,Issues related to the Mozilla theme otherwise called 'Sandstone'.,70,1669,1,0.25
Extensions: RestrictComments,Bugs related to the RestrictComments extension,70,1670,1,0.25
API Requests,"File bugs here to request access to the Phonebook API (<a href=""https://wiki.mozilla.org/Mozillians/API-Specification"">more info</a>).",75,1671,1,0.25
Account Help,Issues to get help with account changes or access.,75,1672,1,0.25
Flyouts,"Issues, features, or changes revolving around flyout panels.",95,1673,1,0.25
Bookmarks,"Bookmark management, import, export, display, and user interaction issues in any of the current bookmark related views.",95,1674,1,0.25
General,For bugs in Loop which do not fit into other more specific Loop components,101,1675,1,0.25
Bluetooth,Bluetooth support in Boot2Gecko/Firefox OS,77,1676,1,0.25
Mozilla Hacks,Mozilla's official web development blog.,111,1677,1,0.25
Badges,For bugs related to Mozilla Webmaker Badges,89,1679,1,0.25
Metrics,"For bugs related to Webmaker metrics, such as Google Analytics, statsd, dashboards, etc.",89,1681,1,0.25
DevOps,"For bugs related to deploying Webmaker products and sites, server issues, and the day-to-day operations and monitoring of Webmaker",89,1682,1,0.25
webmaker.org,"Description: For bugs related to the development of webmaker.org, including the site's code, Persona, login, dashboard, backpack, etc. Bugs related to more specific tools hosted within webmaker.org (e.g., Popcorn Maker, Thimble, ...) belong in those components.",89,1683,1,0.25
popcorn.js,"Description: For bugs related to Mozilla's popcorn.js JavaScript library (<a href=""http://popcornjs.org"">more info</a>).",89,1684,1,0.25
Thimble,"For bugs relating to Mozilla's Thimble HTML tool (<a href=""https://thimble.webmaker.org"">more info</a>)",89,1685,1,0.25
Popcorn Maker,"Description: For bugs relating to Mozilla's Popcorn Maker media editing tool and site (<a href=""https://popcorn.webmaker.org"">more info</a>)",89,1686,1,0.25
Events,"For bugs relating to the organization of Mozilla Webmaker Events, for example the Mozilla Festival, Summer Campaign, etc.",89,1687,1,0.25
Core,Functionality shared between background services on Android.,102,1690,1,0.25
Firefox Health Report Service,The Android-native component for managing Firefox Health Report submissions.,102,1691,1,0.25
Product Announcements,Android client code for the Product Announcements feature in Firefox for Android.,102,1692,1,0.25
Android Sync,For all bugs in the Android/Native Fennec version of Firefox Sync.,74,1693,1,0.25
Build & Test,"Jenkins, testing, Git, and build infrastructure for Android Sync.",102,1694,1,0.25
mediawiki-bugzilla,Issues associated with the Mediawiki-Bugzilla plugin and Mozilla's implementation.,8,1695,1,0.25
Privacy and Data,Internet Public Policy bugs to do with Privacy and Data.,103,1696,1,0.25
Cyber-Security,Internet Public Policy bugs to do with Cyber-Security,103,1697,1,0.25
Copyright and Patent,Internet Public Policy bugs to do with Copyright and Patent.,103,1698,1,0.25
Net Neutrality,Internet Public Policy bugs to do with Net Neutrality,103,1699,1,0.25
Internet Governance,Internet Public Policy bugs to do with Internet Governance,103,1700,1,0.25
General,General bugs for Internet Public Policy.,103,1701,1,0.25
Web: Health Report,"For all bugs in the web-served user-facing report (<a href=""https://github.com/mozilla/fhr-jelly"">more info</a>)",104,1702,1,0.25
Client: Desktop,"For all FHR issues related to Firefox for Windows, Linux and OS X",104,1703,1,0.25
Client: Android,For all FHR issues related to Firefox for Android,104,1704,1,0.25
Data API,For all bugs related to the aggregate data API supporting the user-facing report,150,1705,1,0.25
Data Collection,For bugs related to receiving and storing FHR payloads,150,1706,1,0.25
Netmonitor,The Netmonitor is the network logging feature in the Firefox Developer Tools.,163,1707,1,0.25
Bugzilla Anthropology Metrics,"Visualizing the wealth of information inside bugzilla.mozilla.org, with an objective to revealing actionable metrics  (<a href=""https://wiki.mozilla.org/Bugzilla_Anthropology"">more info</a>).",70,1709,1,0.25
Bixie,Web app error reporting service,59,1710,1,0.25
Accessibility,Documentation about making Web content accessible by people with disablities; see https://developer.mozilla.org/en-US/docs/MDN/Doc_status/Accessibility for documentation status.,98,1711,1,0.25
MathML,Documentation about the Mathematical Markup Language (MathML); see https://developer.mozilla.org/en-US/docs/MDN/Doc_status/MathML for documentation status.,98,1712,1,0.25
API: SVG,Documentation of the SVG API; see https://developer.mozilla.org/en-US/docs/MDN/Doc_status/API/SVG_API for documentation status.,98,1713,1,0.25
Protocols,"Documentation about protocols such as WebSocket, HTTP, and so forth.",98,1714,1,0.25
Security,Documentation about security issues and how to build secure Web sites and apps.,98,1715,1,0.25
Localization,"Documentation about localizing Mozilla software, including Firefox and Firefox OS.",98,1716,1,0.25
Login,SSO for webmaker.org,89,1717,1,0.25
MakeAPI,ElasticSearch-backed API for recording Make metadata,89,1718,1,0.25
Telemetry Dashboard,A web frontend for Telemetry data,8,1719,1,0.25
Bixie,Web app error reporting service,151,1720,1,0.25
Preinstalled B2G Apps,Bugs related to apps intending to be preinstalled on a Firefox OS (B2G) target device.,15,1721,0,0.25
Location,For bugs related to location.services.mozilla.com.,55,1722,1,0.25
L20n.org,L20n website,96,1723,1,0.25
Web Components,"Tooling, services, and client-side code Mozilla offerings to developers based on the Web Components family of specifications.",105,1726,1,0.25
App Center,"The hub of all our app developer offerings - tools, services, docs, and code.",105,1727,1,0.25
Dev Kit,Mozilla's app development kit.,105,1728,1,0.25
Downloads,Issues with download user interface or download behavior.,95,1729,1,0.25
Install/Update,"Issues with either installing, uninstalling, or updating Metro Firefox.",95,1730,1,0.25
Gaia::Calculator,Gaia's calculator application.,106,1731,1,0.25
getpersonas.com,For issues with website and extension bugs relating to Personas.,62,1732,1,0.25
ICAL.js Integration,"Bugs within the integration layer for the ICAL.js library from <https://github.com/mozilla-comm/ical.js>.

For issues with the library itself (i.e in calendar/base/modules/ical.js), please file an issue on github. This component is about the wrapper interface between xpcom and ICAL.js",2,1733,1,0.25
Server Operations: Community IT,Old bugs having to do with our Community infrastructure.  File new bugs into Infrastructure & Operations :: Community IT.,10,1734,0,0.25
Orangutan,Program for simulating native touch events on Android and FirefoxOS,135,1735,1,0.25
WebOps: Product Delivery,"Any apps directly related to installing or updating key products - typically Bedrock, AUS, Bouncer, FTP, and associated CDN properties.",139,1736,1,0.25
WebOps: Engagement,"Community Engagement projects, like Affiliates, Firefox Flicks, Mozilla Reps, etc.",139,1737,1,0.25
WebOps: Community Platform,"SUMO, MDN, Input, and related projects.",107,1738,1,0.25
WebOps: Socorro,The Socorro crash-stats.mozilla.com app.,139,1739,1,0.25
WebOps: IT-Managed Tools,"Web Applications that are provided directly be Mozilla IT. blog.mozilla.org, wiki.mozilla.org, public.etherpad-mozilla.org, mana.mozilla.org etc.",107,1742,1,0.25
Web Audio,Bugs and enhancement requests relating to the Web Audio support.,1,1743,1,1
NetOps: Projects,NetOps projects,107,1744,1,0.25
NetOps: Other,Internal outage tracking and bugs without a more suitable component,107,1745,1,0.25
NetOps: DC Port Configurations,Data center port configurations,107,1746,1,0.25
NetOps: DC Carrier,"Data center carrier installs, upgrades, outages, etc",107,1747,1,0.25
NetOps: DC Other,"All other data center bugs not related to ACLs, port configurations, or carriers",107,1748,1,0.25
NetOps: Office Wireless,Office wireless,107,1749,1,0.25
NetOps: Office Carrier,"Office carrier installs, upgrades, outages, etc",107,1750,1,0.25
NetOps: Office Other,"All other office related bugs not related to ACLs, wireless, or carriers",107,1751,1,0.25
NetOps: Office ACL Requests,Office firewall flows and ACL requests,107,1752,1,0.25
Infrastructure: DNS,Issues relating to internal and external DNS services,107,1753,1,0.25
Infrastructure: Puppet,Issues and requests relating to puppet,107,1754,1,0.25
Infrastructure: Zimbra,Issues regarding Zimbra back end maintenance or issues escalated from Desktop Support only.  For user-facing issues please file a ticket in Service Now.,139,1755,1,0.25
Infrastructure: Mail,Issues regarding mail but not Zimbra,107,1756,1,0.25
Infrastructure: LDAP,Issues regarding the corporate OpenLDAP infrastructure at Mozilla,107,1757,1,0.25
Infrastructure: Tools,Issues related to internal tools and bots,107,1759,1,0.25
Infrastructure: Other,For general infrastructure issues.,107,1760,1,0.25
Infrastructure: OpenVPN,Anything related to the OpenVPN infrastructure at Mozilla,107,1761,1,0.25
RelOps,IT requests related to deploying and managing the RelEng infrastructure.,107,1762,1,0.25
Crypto,Crypto components of Android services.,102,1763,1,0.25
WebOps: Inventory,Development and operations bugs relating to inventory.mozilla.org.,139,1765,1,0.25
RelOps: Puppet,"Bugs and enhancements directly related to PuppetAgain, the release engineering configuration management system.",107,1766,1,0.25
NFC,NFC support in Boot2Gecko/Firefox OS.,77,1767,1,0.25
kanbanzilla,A kanban board on top of Bugzilla for triaging bugs.,8,1768,1,0.25
Make Valet,Serves content on makes.org,89,1769,1,0.25
az / Azerbaijani,Azerbaijani Localization - Azərbaycanca Lokalizasiya,17,1770,1,0.25
Mercurial: qbackout,qbackout is a Mercurial extension designed to make backing out and reapplying backed out hg patches simple. Source: https://bitbucket.org/sfink/qbackout,127,1771,1,0.25
Apps,Issues regarding showcase apps developed by Mozilla. This component is not for third-party apps.,105,1772,1,0.25
Launch,"For Mozilla Foundation communications about software releases, big announcements, launching new initiatives, etc.",108,1773,1,0.25
Press,"PR and outreach to journalists and newsmakers, for Mozilla Foundation communications.",108,1774,1,0.25
Blog,"Posts to the Webmaker blog, Mozilla blog and others.",108,1775,1,0.25
Graphic Design,Visual assets and design work for Mozilla Foundation communications.,108,1776,1,0.25
Logo Design and Identity,"Design work related specifically to logos, wordmarks and branding.",108,1777,1,0.25
Social Media,Planning and programming for our social media channels.,108,1778,1,0.25
Email Outreach,Email sends to our main mailing list.,108,1779,1,0.25
Website,"Website content, planning and strategy for webmaker.org and other MoFo sites.",108,1780,1,0.25
Message Platform,Talking points and key messaging.,108,1781,1,0.25
Documentation,How-tos and documentation for users.,108,1782,1,0.25
Copy Editing and Review,For editing text and tightening copy.,108,1783,1,0.25
X-Ray Goggles,The X-Ray goggles page inspection/mixing tool,89,1784,1,0.25
DOM: Push Notifications,Push Notifications wake up and notify web-apps when a remote server has something of interest for the web-app.,1,1785,1,1
Object Inspector,For issues with object inspection within Firefox developer tools,163,1786,1,0.25
WebIDE,Bugs related to the WebIDE tool for developing and debugging apps and web sites.,163,1787,1,0.25
Extensions: Review,"Bugs related to the Review extension (review suggestions, etc).",70,1788,1,0.25
JSMarionette,Home for the node/js based marionette-js-client and marionette-js-runner test framework bugs,135,1790,0,0.25
Mercurial: Pushlog,Bugs and feature requests for Mercurial Pushlog.,127,1791,1,0.25
Pan and Zoom,Front end issues with panning and zooming.,95,1801,1,0.25
BetaTriage,Untriaged bugs from the Firefox OS beta program.,77,1802,1,0.0
Mercurial: mozext,A Mercurial extension providing common functionality to aid in developing Gecko and Firefox. This component covers the source code at https://hg.mozilla.org/users/gszorc_mozilla.com/hgext-gecko-dev.,127,1803,1,0.25
Events Request,"Request for Mozilla involvement at an event, including: sponsorship, keynote, talk (non-keynote), and workshop requests.",111,1804,1,0.25
Outreach Request,Request for outreach by a Mozilla technical evangelist.,111,1805,1,0.25
Demo Request,Request for creation of a demo.,111,1806,1,0.25
Material Review Request,"Request for help with outreach material (slides, demos, videos review)",111,1807,1,0.25
Shumway,Shumway is an HTML+JS intepreter for SWF (Flash) content,94,1808,1,0.25
Server: Firefox Accounts,"This is for the Firefox Account (https://wiki.mozilla.org/User_Services/Sync), the next generation of device sharing and sync.",55,1810,1,0.25
Firefox Sync,User stories for the reinvention of Firefox Sync and Firefox Account.,81,1811,1,0.25
Extensions: UserProfile,Bugs against the UserProfile extension (/user_profile).,70,1812,1,0.25
Gaia::GithubBot,Github bot automation tools including the gaia autolander project.,77,1813,1,0.25
Nucleus,"A new service layer to help people publish content to www.mozilla.org. More info: <a href=""https://wiki.mozilla.org/Websites/Mozilla.org/Publishing"">https://wiki.mozilla.org/Websites/Mozilla.org/Publishing</a>.",36,1814,1,0.25
User Engagement,Have something that you think our users should know about? Is there a campaign that you think may benefit from promotion on Mozilla’s User Engagement channels? Fill out the initiation form. (link to the form after it's live),22,1815,1,0.25
Telemetry Server,A web service to receive and store Telemetry data.,8,1816,1,0.25
AudioChannel,"Different audio channel types, audio volume control policy and audio competing policy.",77,1817,1,0.25
Gaia Bindings,Bindings for Gaia which allow for build-time and client-side localization of Firefox OS apps,96,1818,0,0.25
Gaia::UI Tests,"For tracking Gaia UI test failures in automation. For bugs in the test harness, use Testing :: JSMarionette",77,1819,1,0.25
RIL,"Gecko & Gonk issues related to the Radio Interface Layer (RIL) in the BootToGecko product such as Telephony, Messaging, Data Connection, and WAP Push.",77,1820,1,0.25
Emulator,Any issues related to the BootToGecko emulator.,77,1821,1,0.25
Async Tooling,"Tools designed for writing asynchronous code. This includes Promise.jsm, Task.jsm, AsyncShutdown, as well as Chrome Worker modules that do not have their own component.",30,1822,1,0.25
Gaia::TestAgent,Unit test framework and runner for gaia.,77,1823,1,0.25
Profile,For bugs relating to Mozilla's Webmaker User Profiles,89,1824,1,0.25
Webmaker-suite,For bugs relating to Mozilla's Webmaker suite bootstrap and install script.,89,1825,1,0.25
JavaScript Engine: JIT,JavaScript engine's JIT compilers,1,1826,1,1
WebOps: Other,Requests to sync or otherwise update existing Mozilla websites. Requests pertaining to the server-side operation of Mozilla websites.,107,1827,1,0.25
WebOps: SSL and Domain Names,"Any bugs regarding the acquisition, renewal, or transfer of domain names or SSL certificates. For formatting requirements, please see https://mana.mozilla.org/wiki/display/IT/WebOps%3A+SSL+and+Domain+Names.",107,1829,1,0.25
Panning and Zooming,"Covers issues relating to the asynchronous panning and zooming (APZ) module, including scrolling and gesture detection.",1,1830,1,1
DOM: Contacts,Bugs related to Gecko's Contacts API.,1,1831,0,1
Applications: Balrog (backend),"Issues related to the core, business logic, and REST API of our update server (Balrog)",110,1833,1,0.25
Applications: Balrog (frontend),Issues related to the web admin interface of our update server (Balrog).,110,1834,1,0.25
WebGL Shader Editor,Bugs and issues with WebGL shader editor for GLSL code within Firefox developer tools.,163,1835,1,0.25
Gaia::System::Window Mgmt,"Bugs related to window management in the System app. This includes app launching, app transitions, app killing, app crashing, app resizing, popups, web activities, app notifications, wrapper UX, orientation control, visibility control, context menus, error pages, and task manager.",77,1836,1,0.25
inform.mozilla.org,"Bugs in the MediaWiki website for Mozilla Inform, an initiative to support those who talk to policymakers about internet policy issues",36,1837,0,0.25
Localization,For bugs relating to Mozilla's Webmaker Localization,89,1838,1,0.25
